name,marke,kategorie,zutaten,energieKj,energieKcal,fett,gesaettigteFettsaueren,kohlenhydrate,zucker,eiweiss,salz,ean,preis,quelleUrl,bildUrl
"Rietburg Dornfelder halbtrocken 0,75L","Rietburg Winzergenossenschaft, 76835 Rhodt unter Rietburg",Rotwein,Enthält Sulfite.,,,,,,,,,0,5.29,https://www.edeka24.de/Wein-Spirituosen/Rotwein/Rietburg-Dornfelder-halbtrocken-0-75L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/rietburg_pfalz_dornfelder_qba_halbtrocken_075l.jpg
Maggi Sauerbraten 50G,"Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Fix-Produkte,"WEIZENMEHL*, Zucker*, Kartoffelstärke*, Jodsalz (Salz, Kaliumjodat), Gewürze* (4,3% Zwiebeln, Paprika, Knoblauch, Piment, Pfeffer), Essigextrakt*, Würze* (aus WEIZEN), Tomaten*, Salz*, Sonnenblumenöl*, Kräuter* (Lorbeerblätter, Thymian), SELLERIE*, natürliches Nelkenaroma*, GERTSENMALZEXTRAKT*, Aromen (mit WEIZEN), Säuerungsmittel Citronensäure*. Kann EIER, MILCH, SENF und SOJA enthalten. *natürliche Zutaten.",1385,327,"2,1","0,3","66,7","23,6","7,2",10,0,1.19,https://www.edeka24.de/Lebensmittel/Sossen/Fix-Produkte/Maggi-Sauerbraten-50G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/maggi_idee_fr_sauerbraten_50_g.jpg
"EDEKA Herzstücke Kalifornische Mandeln naturbelassen, fein gemahlen 200G","EDEKA Zentrale Stiftung & Co. KG, New-York-Ring 6, 22291 Hamburg, www.edeka.de",Nüsse & mehr,"MANDELN, gemahlen. Das Produkt kann Spuren von anderen SCHALENFRÜCHTEN und ERDNÜSSEN enthalten.",2517,609,"51,6",5,"4,7","4,5","24,7","0,01",0,3.09,https://www.edeka24.de/Lebensmittel/Backen-Desserts/Nuesse-mehr/EDEKA-Herzstuecke-Kalifornische-Mandeln-naturbelassen-fein-gemahlen-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/edeka_kalifornische_mandeln_naturbelassen_fein_gemahlen_200g.jpg
Ehrmann High Protein Pudding Karamell 200g  MHD 23.08.2025,"EHRMANN SE, A.-Ehrmann-Straße 2, 87770 Oberschönegg, www.ehrmann.de",Abverkauf,"Zutaten: entrahmte MILCH, MILCHEIWEISS 8,5%, SAHNE, modifizierte Stärke, Laktase, Verdickungsmittel (Carrageen, E 466), Süßungsmittel (E 950, Sucralose), natürliches Aroma, Farbstoffe (E150d, Caro-tin), Salz. DE Enthält von Natur aus Zucker.",319,76,"1,5","1,0","5,5","4,0","10,0","0,20",0,0.80,https://www.edeka24.de/Ehrmann-High-Protein-Pudding-Karamell-200g-MHD-23-08-2025.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ehrmann_high_protein_pudding_karamell_200g.jpg
Alnatura Bio Buchweizen 500G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Lebensmittel von Alnatura,"Buchweizen*. kann Spuren von GLUTEN, SOJA, SENF, SESAM und LUPINE enthalten. *aus biologischer Landwirtschaft",1466,346,"1,7","0,4",71,"0,5","9,8","0,01",0,2.79,https://www.edeka24.de/Bio-Produkte/Lebensmittel-von-Alnatura/Alnatura-Bio-Buchweizen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_buchweizen_500g.jpg
Just Spices Pasta Allrounder 45G,"Just Spices GmbH, Schiessstr. 44 a, 40549 Düsseldorf, www.justspices.de",Gewürze-Kräuter,"Paprika edelsüß, Tomaten, Zwiebeln, Meersalz, Paprika - rot, Lauch, SELLERIE, Chili ohne Kerne, Korianderkörner, Schwarzer Pfeffer, Basilikum, Petersilie, Schnittlauch, Rosa Beeren, Oregano, Thymian, Rosmarin, Zitronenmyrte, Fenchelsaat, Lorbeerblätter. Kann Spuren von NÜSSEN, SOJA, GLUTEN, SELLERIE, SESAM und SENF enthalten",1160,277,"6,9","1,2",32,29,12,"9,2",0,5.49,https://www.edeka24.de/Lebensmittel/Wuerzmittel-Bruehen/Gewuerze-Kraeuter/Just-Spices-Pasta-Allrounder-45G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/pastaallrounder.jpg
Kölln Crunchy Berry Hafer-Müsli 400G,"Peter Kölln GmbH & Co.KGaA, Westerstraße 22-24, 25336 Elmshorn, www.peterkoelln.de",Frühstück & Snacks,"Vollkorn-HAFERFLOCKEN (53 %), Zucker, Palmöl, WEIZENMEHL, Vollkorn-WEIZENFLOCKEN (6 %), Glukose-Fruktose Sirup, Vollkorn-HAFERMEHL (2,5 %), gefriergetrocknete Beerenmischung (Rote Johannisbeeren, Schwarze Johannisbeerstücke, Erdbeerstücke, Himbeerstücke), Sheabutter, HAFERKERNE (0,5 %), Sonnenblumenkerne, färbende Frucht - und Pflanzenkonzentrate (Rettich, Apfel, Schwarze Johannisbeere), GERSTENMALZEXTRAKT, Speisesalz, Emulgator Lecithine, natürliches Aroma. Kann SCHALENFRÜCHTE und MILCH enthalten.",1875,446,15,"5,8",65,19,9,"0,2",0,3.89,https://www.edeka24.de/Lebensmittel/Fruehstueck-Snacks/Koelln-Crunchy-Berry-Hafer-Muesli-400G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/klln_crunchy_berry_hafermsli_400g.jpg
Schwarzwaldhof Vesperspeck 150G,"Schwarzwaldhof Fleisch- und Wurstwaren GmbH, Waldshuter Str. 37, 78176 Blumberg, www.schwarzwaldhof.de",Frühstück & Snacks,"Schweinefleisch, Speisesalz, Zucker, Dextrose, Gewürze, Gewürzextrakte, Konservierungsstoff: Natriumnitrit, Reifekulturen, Rauch.",1754,423,35,26,1,"0,1",26,"4,5",0,4.29,https://www.edeka24.de/Lebensmittel/Fruehstueck-Snacks/Schwarzwaldhof-Vesperspeck-150G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/schwarzwaldhof_schmalseite_150g.jpg
"Coca-Cola Zero 0,5L","Coca Cola Europacific Partners DE, Stralauer Allee 4, 10245 Berlin",Getränke,"Wasser, Kohlensäure, Farbstoff E150d, Säuerungsmittel Phosphorsäure, Süßungsmittel (Natriumcyclamat, Acesulfam K, Aspartam, enzymatisch hergestellte Steviolglycoside), natürliches Aroma, Aroma Koffein, Säureregulator Natriumcitrate. Enthält eine Phenylalaninquelle.","0,9","0,2",0,0,,,,"0,02",0,1.39,https://www.edeka24.de/Lebensmittel/Getraenke/Coca-Cola-Zero-0-5L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/cocacola_zero_05l_dpg.jpg
Erasco Tomaten Cremesuppe 6x390ML,"GB Foods Deutschland GmbH, Geniner Straße 88-100, 23560 Lübeck, www.thegbfoods.com",Fertiggerichte,"67% passierte Tomaten aus Tomatenkonzentrat und gewürfelte Tomaten, Wasser, 3,5% SAHNE, Zucker, modifizierte Stärke, Salz, WEIZENMEHL (GLUTEN), Rapsöl, Kochsalzersatz (Kaliumchlorid), Verdickungsmittel: Guarkernmehl, Petersilie, Dextrose, Säuerungsmittel: Milchsäure. Kann Spuren von SELLERIE, SOJA, SENF und EI enthalten.",174,41,"1,3","0,7",6,"4,5","0,8","0,78",0,12.49,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Erasco-Tomaten-Cremesuppe-6x390ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/tomaten-cremesuppe.png
Ostmann Steak & Grill Gewürzsalz 60G,"Ostmann Gewürze GmbH, 49198 Dissen",Würzmittel & Brühen,"Speisesalz, Pfeffer, Zwiebeln, Thymian, Basilikum, Rosmarin, Rapsöl, Knoblauch.",401,95,"1,4","0,3",15,4,"3,3","71,8",0,2.79,https://www.edeka24.de/Lebensmittel/Wuerzmittel-Bruehen/Ostmann-Steak-Grill-Gewuerzsalz-60G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ostmann_steak_amp_grill_gewrzsalz_60g.jpg
Appel Muscheln in Salsa-Sauce 100G,"Maris Food GmbH, Neufelder Schanze 2, 27472 Cuxhaven, www.appel-feinkost.de",Konserven,"MUSCHELFLEISCH gekocht (Mytilus chilensis) (60%), Wasser, Tomatenmark, Rapsöl, Mango Chutney (Zucker, Mango, Branntweinessig, Speisesalz, Gewürze), Branntweinessig, Zucker, Stärke, Gewürze, Speisesalz, Verdickungsmittel Guarkernmehl, Chili (0,2%), Gewürzextrakte, Dextrose.",624,149,"8,1","0,7","8,8",7,"9,2",1,0,2.39,https://www.edeka24.de/Lebensmittel/Konserven/Appel-Muscheln-in-Salsa-Sauce-100G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/appelmuschelnsalsa.jpg
Alnatura Bio Reiswaffeln Vollkorn natur 100G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Lebensmittel von Alnatura,Vollkornreis* *aus biologischer Landwirtschaft . Kann Spuren von SESAM enthalten.,1650,389,3,"0,6",81,"0,9","7,9","0,01",0,1.05,https://www.edeka24.de/Bio-Produkte/Lebensmittel-von-Alnatura/Alnatura-Bio-Reiswaffeln-Vollkorn-natur-100G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_reiswaffeln_vollkorn_natur_100g.jpg
Merci Petits Kaffee Sahne 19ST 125G,"AUGUST STORCK  KG, Waldstr. 27, 13403 Berlin, www.storck.com",Süß & Salzig,"Zucker, Kakaobutter, SAHNEPULVER (11,6%), VOLLMILCHPULVER (10,7%), Kakaomasse, MAGERMILCHPULVER, MILCHZUCKER, Kaffee, BUTTERMILCHPULVER, Emulgator Lecithine (SOJA), Salz, Vanilleextrakt. Kakao: 32% mindestens im Sahneschokoladenanteil, 28% mindestens im weißen Schokoladenanteil. Kann auch Anteile von HASELNUSS, MANDEL, ERDNUSS und anderen NÜSSEN enthalten.",2332,559,"35,5","21,7","51,1","50,6","8,3","0,3",0,2.49,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Merci-Petits-Kaffee-Sahne-19ST-125G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/merci_petits_kaffee_sahne_125g.jpg
Gut & Günstig American Style Cookies 225G,"EDEKA Zentrale Stiftung & Co.KG, 22291 Hamburg",Süß & Salzig,"Zartbitterschokolade (Kakaomasse**, Zucker, Glukosesirup, Emulgator: Lecithine [enthält SOJA]), WEIZENMEHL, Zucker, Palmöl, VOLLMILCHSCHOKOLADE (Zucker, VOLLMILCHPULVER, Kakaobutter**, Kakaomasse**, Glukosesirup, MAGERMILCHPULVER, Emulgator: Lecithine [enthält SOJA]; natürliches Aroma), Glukose-Fruktose-Sirup, BUTTER, Sonnenblumenöl, HÜHNEREI, Backtriebmittel: Natriumcarbonate, Diphosphate; MAGERMILCHPULVER, WEIZENSTÄRKE, natürliches Aroma, karamellisierter Zucker. Das Produkt kann Spuren von SCHALENFRÜCHTEN enthalten. **Rainforest Alliance-zertifiziert",2081,498,"25,7","13,5",59,35,"5,6","0,63",0,1.59,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Gut-Guenstig-American-Style-Cookies-225G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/gutampgnstig_american_cookies_225g.jpg
Ritter Sport Trauben Nuss 100G,"Alfred Ritter GmbH & Co. KG, Alfred-Ritter-Str. 25, 71111 Waldenbuch, www.ritter-sport.com",Tafelschokolade,"Zucker, Sultaninen, Kakaobutter¹, Kakaomasse¹, VOLLMILCHPULVER, HASELNÜSSE, LAKTOSE, MAGERMILCHPULVER, BUTTERREINFETT, Emulgator: Lecithine (SOJA). Kann Spuren von ERDNÜSSEN, anderen SCHALENFRÜCHTEN, GLUENHALTIGEM GETREIDE und EI enthalten. ¹Rainforest Alliance Certified.",2172,520,28,15,57,55,"6,5","0,14",0,2.19,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Tafelschokolade/Ritter-Sport-Trauben-Nuss-100G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ritter_sport_trauben_nuss_tafel_100g.jpg
Alnatura Bio Kinder Früchte Müsli 500G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Frühstück & Snacks,"HAFERVOLLKORNFLOCKEN*, Rosinen* geölt (Rosinen* 99,5%, Sonnenblumenöl*), DINKELVOLLKORNFLOCKEN*¹, Reis* gepufft, Aprikosen* getrocknet, Pflaumen* getrocknet, Äpfel* getrocknet, Erdbeeren* gefriergetrocknet, Reismehl* *aus biologischer Landwirtschaft ¹Dinkel ist eine Urweizenart . Kann Spuren von SOJA, MILCH, MANDEL, NÜSSEN und SESAM enthalten.  Kann Kern- und Schalenbestandteile enthalten.",1520,360,"4,4","0,8",65,13,11,"0,02",0,3.29,https://www.edeka24.de/Lebensmittel/Fruehstueck-Snacks/Alnatura-Bio-Kinder-Fruechte-Muesli-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_kinder_frchte_msli_500g.jpg
Alnatura Bio Bergkräuter Tee 20ST 35G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Tee,"Grünes HAFERKRAUT* 27%, Zitronenmelisse*, Pfefferminze* 12%,Holunderblüten* 12%, Orangenblätter*, Schafgarbenkraut*, Apfelminze* 6%,Brombeerblätter*, Löwenzahnkraut*, Lindenblüten*, Spitzwegerich*. *aus biologischer Landwirtschaft.",,,,,,,,,0,2.59,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Alnatura-Bio-Bergkraeuter-Tee-20ST-35G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_bergkruter_tee_20x_175_g.jpg
Ritter Sport Marzipan 100G,"Alfred Ritter GmbH & Co. KG, Alfred-Ritter-Str. 25, 71111 Waldenbuch, www.ritter-sport.com",Tafelschokolade,"Zucker, Kakaomasse¹, MANDELN (16 %), Kakaobutter¹, Invertzuckersirup, Emulgator: Lecithine (SOJA), Feuchthaltemittel: Invertase. Kann Spuren von ERDNÜSSEN, anderen SCHALENFRÜCHTEN, GLUTENHALTIGEM GETREIDE, MILCH und EI enthalten. ¹Rainforest Alliance Certified.",2069,496,27,11,52,51,7,"0,01",0,2.19,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Tafelschokolade/Ritter-Sport-Marzipan-100G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/rsmarzi.jpg
Maggi Guten Appetit Sonntags Suppe ergibt 750ML,"Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Suppen zum Anrühren,"56,1% Nudeln (HARTWEIZENGRIEß), Jodsalz, 10,5% grüne Gemüseklößchen (WEICHWEIZENGRIEß, Palmfett, EIGELB, HÜHNEREI-EIWEISS, MILCHZUCKER, Jodsalz, Spinat,WEIZENMEHL, Broccoli, Petersilie, Muskatnuss), 10,5% Grießklößchen (WEIZENGRiEß, Palmfett, HÜHNEREI-EIWEIß, EIGELB, MILCHZUCKER, Jodsalz, WEIZENMEHL, Muskatnuss), Zucker, 1,9% Gemüse (1,4% Karotten, Lauch, Zwiebeln), Petersilie, Gewürze (Koriander, Pfeffer, Kurkuma), Kartoffelstärke, Würze (aus WEIZEN), Salz, Palmfett, Hefeextrakt, Maltodextrin, Aromen (mit WEIZEN). Kann MILCH, SOJA, SELLERIE und SENF enthalten.",109,26,"0,4","0,2","4,4","0,4",1,"0,64",0,1.19,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Suppen-zum-Anruehren/Maggi-Guten-Appetit-Sonntags-Suppe-ergibt-750ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/maggi_guten_appetit_sonntags_suppe_famp252r_075l.jpg
"Alnatura Bio Dornfelder halbtrocken 0,75L","Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Weine von Alnatura,Enthält Sulfite.,,,,,,,,,0,4.29,https://www.edeka24.de/Bio-Produkte/Getraenke-von-Alnatura/Weine-von-Alnatura/Alnatura-Bio-Dornfelder-halbtrocken-0-75L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_dornfelder_halbtrocken_075l.jpg
Knorr Tomaten Soße ergibt 2x 250ML 76G,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, www.unilever.de",Soßen,"31% Tomatenpulver², Palmöl, Stärke, Zucker, WEIZENMEHL, Zwiebelpulver², jodiertes Speisesalz, Hefeextrakt, Gewürze (Knoblauch², Petersilienwurzel²), Speisesalz, Kräuter (Oregano², Thymian²), Maltodextrin, Zitronensaftpulver, Aromen. Kann EI, MILCH, SELLERIE, SENF, SOJA, andere GLUTENHALTIGE GETREIDE enthalten. ²aus nachhaltigem Anbau.",269,64,"2,8","1,6","8,2","3,9","1,3","0,98",0,1.69,https://www.edeka24.de/Lebensmittel/Sossen/Knorr-Tomaten-Sosse-ergibt-2x-250ML-76G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/knorr_tomaten_soamp223e_famp252r_2x250ml_76g.jpg
Maggi Für Genießer Käse Sahnesauce ergibt 250ML,"Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Soßen zum Anrühren,"Stärke, 22,8% KÄSE (KÄSE, CHEDDAR, MOZZARELLA), WEIZENMEHL, Palmfett, Jodsalz (Salz, Kaliumjodat), Hefeextrakt, MILCHZUCKER, natürliche Aromen (mit MILCH), MILCHEIWEISSERZEUGNIS, MOLKENERZEUGNIS, Weißweinextrakt, natürliches Pfefferaroma, Kurkuma, Zucker, Aromen (mit MILCH), Säuerungsmittel Citronensäure. Kann SELLERIE, EIER, SENF und SOJA enthalten.",491,117,"9,1","5,3","6,4","1,4","2,5","1,1",0,1.19,https://www.edeka24.de/Lebensmittel/Sossen/Sossen-zum-Anruehren/Maggi-Fuer-Geniesser-Kaese-Sahnesauce-ergibt-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/maggiksesahnesauce.jpg
Alnatura Origin Bio Tomatensauce Sugo Piccante 325ML,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Tomatensoße-Pesto,"Tomaten* 93%, Karotten*, Zwiebeln*, Meersalz, Chili* 0,5%, Paprika*,Basilikum*, SELLERIE*  *aus biologischer Landwirtschaft.",118,28,"0,2","0,1","4,2","3,5","1,1","0,8",0,2.69,https://www.edeka24.de/Lebensmittel/Sossen/Tomatensosse-Pesto/Alnatura-Origin-Bio-Tomatensauce-Sugo-Piccante-325ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alanaturasugopicante.jpg
Dr. Oetker Gugelhupf 525G,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33617 Bielefeld, www.oetker.de",Backen & Desserts,"Zutaten: WEIZENMEHL, Zucker, 14% kakaohaltige Fettglasur (Zucker, Palmfett, fettarmes Kakaopulver, MILCHZUCKER, Kakaomasse, Emulgator (Lecithine)), WEIZENSTÄRKE, Backtriebmittel (Diphosphate, Natriumcarbonate), Oligofruktose, Reisstärke, Emulgatoren (E 475, E 471, E 433), Verdickungsmittel (E 466), Aroma Vanillin. Kann enthalten: EI, MILCHEIWEISS, HASELNÜSSE. Rainforest Alliance-zertifizierter Kakao. Mehr dazu unter ra.org..",1757,420,22,"8,7",46,22,"8,3","0,31",0,3.89,https://www.edeka24.de/Lebensmittel/Backen-Desserts/Dr-Oetker-Gugelhupf-525G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/dr_oetker_gugelhupf_525g.jpg
Milka Cookies Sensations 6ST 156G,"Mondelez Deutschland Services GmbH & Co. KG, Konsul-Smidt-Straße 21, 28217 Bremen, hwww.mondelezinternational.com",Süß & Salzig,"Zucker, WEIZENMEHL, Palmöl, BUTTEREINFETT, Rapsöl, Kakaomasse, VOLLMILCHPULVER, Kakaobutter, WEIZENSTÄRKE, MILCHZUCKER, modifizierte Stärke, Backtriebmittel (Ammoniumcarbonate,  Natriumcarbonate, Diphosphate), Molkenpulver (aus MILCH), fettarmes Kakaopulver, Emulgator (SOJALECITHINE), Speisesalz, Aromen (enthalt MILCH), MAGERMILCHPULVER, Farbstoff (Carotin), SOJAFASERPULVER. Kann EI enthalten.",2149,514,27,13,62,39,"4,5","0,89",0,3.29,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Milka-Cookies-Sensations-6ST-156G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/milka_cookies_sensations_innen_schokoladig_156g.jpg
Huober Bio Party classic 200G,"BHuober Brezel GmbH & Co., Riedstraße 1, 71729 Erdmannhausen, www.huoberbrezel.de",Süß & Salzig,"WEIZENMEHL* (77%), Palmfett*, Salz (4%), SESAM* (2,3%), SÜSSMOLKENPULVER*, GERSTENMALZEXTRAKT*, Hefe*, Backtriebmittel: Ammoniumcarbonate (Hirschhornsalz), Rohrohrzucker*, Mohn* (0,4%), Backmittel* (Maisquellstärke*, Sonnenblumenöl*, Branntweinessig*), Brezellauge: Natriumhydroxid (Säureregulator). *aus kontrolliert ökologischer Erzeugung",1760,418,"11,2","4,7","66,9","1,2","10,8","4,1",0,2.29,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Huober-Bio-Party-classic-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/bio_huober_party_classic_200g.jpg
Tress Original Spiralen 500G,"Franz Tress GmbH & Co. KG, Dottinger Str. 69; D-72525 Münsingen",Beilagen,"HartWEIZENgrieß, frische EIER (10 %).",1541,363,"2,6","0,6",71,"3,3",14,"0,05",0,2.79,https://www.edeka24.de/Lebensmittel/Beilagen/Tress-Original-Spiralen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/tress_original_spiralen_500g.jpg
Corny Haferkraft Kakao Zero Zucker 4ST 140G,"Schwartauer Werke GmbH & Co. KG, Lübecker Straße 49-55, 23611 Bad Schwartau, www.schwartau.de",Frühstück & Snacks,"VOLLKORNHAFERFLOCKEN 52%, Süßungsmittel Maltitsirup, Kokosfett, Kakaomasse* 3%, fettarmes Kakaopulver* 2%, natürliches Aroma, Emulgator Lecithine, Salz.",1416,339,"10,6","6,3","62,3","0,4","7,7","0,11",0,2.49,https://www.edeka24.de/Lebensmittel/Fruehstueck-Snacks/Corny-Haferkraft-Kakao-Zero-Zucker-4ST-140G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/cornyhkzerokak.jpg
Alnatura Bio Aprikosen 500G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Süß & Salzig,"Aprikosen* *aus biologischer Landwirtschaft . Kann Spuren von ERDNUSS, MANDEL, NÜSSEN und SESAM enthalten.",1213,287,"0,6","0,1",64,40,"2,2","0,02",0,7.59,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Alnatura-Bio-Aprikosen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_aprikosen_500_g.jpg
Maggi 5 Minuten Terrine Gulaschtopf Ungarische Art 57G,"Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Fertiggerichte,"56,1% Nudeln (HARTWEIZENGRIESS, EIER), WEIZENMEHL, Palmfett, Hefeextrakt, Tomaten, Aromen, Kartoffeln, 2,2% Paprikapulver, 1,9% Rindfleisch, 1,4% Zwiebeln, 1,3% Gemüsepaprika, geräucherter Speck (Speck, Salz, Rauch), Jodsalz (Salz, Kaliumjodat), Chili, Lauch, Petersilie, Stärke, Karamellzucker, Zucker, Rinderfett, Salz, Verdickungsmittel Guarkernmehl, Antioxidationsmittel Extrakt aus Rosmarin, Säuerungsmittel Citronensäure. Kann SELLERIE, SENF, MILCH und SOJA enthalten.",405,96,"2,6","1,4","13,7","1,3","3,9","0,9",0,1.59,https://www.edeka24.de/Lebensmittel/Fertiggerichte/Maggi-5-Minuten-Terrine-Gulaschtopf-Ungarische-Art-57G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/maggi_5_minuten_terrine_gulaschtopf(1).jpg
Milka Alpenmilch Schokolade mit TUC-Crackern 87G,"Mondelez Deutschland Services GmbH & Co. KG, Konsul-Smidt-Straße 21, 28217 Bremen, hwww.mondelezinternational.com",Tafelschokolade,"Zucker, Kakaobutter, WEIZENMEHL, MAGERMILCHPULVER, Kakaomasse, Süßmolkenpulver (aus MILCH), BUTTERREINFETT, Palmöl, Glukosesirup, GERSTENMALZEXTRAKT, Emulgatoren (SOJALECITHIN, E476), Speisesalz, WEIZENSTÄRKE, Backtriebmittel (Ammoniumhydrogencarbonat, Natriumhydrogencarbonat, Dinatriumdiphosphat), Aromen, Antioxidationsmittel (NATRIUMMETABISULFIT), BUTTER, Hefeextrakt, VOLLMILCHPULVER. Kakao: 30% mindestens in der Alpenmilch Schokolade. Kann EI enthalten.",2190,525,28,"16,5","59,5",50,"6,3","0,8",0,2.19,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Tafelschokolade/Milka-Alpenmilch-Schokolade-mit-TUC-Crackern-87G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/milka_alpenmilch_schokolade_mit_tuccrackern_87g.jpg
Knorr Klare Bratensaft Basis 80G,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, www.unilever.de",Soßen,"Palmöl, Stärke, Speisesalz, modifizierte Stärke, Geschmacksverstärker Mononatriumglutamat, Aromen (Aromen, Geschmacksverstärker (Mononatriumglutamat,Dinatriuminosat,Dinatriumgualynat), Palmöl ganz gehärtet, 5,4% Rindfleischpulver, Hefeextrakt, Farbstoff Ammoniak-zuckerkulör, Tomatenpulver, Zucker, Gewürze (Paprika, Pfeffer, Knoblauch), Säuerungsmittel Citronensäure.",153,37,"2,6","1,8","2,3","0,5","1,2","1,5",0,1.59,https://www.edeka24.de/Lebensmittel/Sossen/Knorr-Klare-Bratensaft-Basis-80G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/knorr_klare_bratensaft_basis_80g.jpg
Knorr Rahm Soße für 2x 250ML 68G,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, www.unilever.de",Soßen zum Anrühren,"Stärke, 20% SAHNEPULVER, MILCHZUCKER, Aromen, Palmöl, jodiertes Speisesalz, Hefeextrakt, MAGERMILCHPULVER, Tomatenpulver¹, Maltodextrin, Glukosesirup, Speisesalz, Karamellzuckersirup, Champignonsaftkonzentrat¹, Röstzwiebelpulver¹, MILCHEIWEISS, Säuerungsmittel (Citronensäure), Farbstoff (Paprikaextrakt), Petersilienwurzel¹. Kann GLUTENHALTIGE GETREIDE, EI, SOJA, SELLERIE und SENF enthalten. ¹aus nachhaltigem Anbau.",259,62,3,"1,9","7,5","3,4","1,1","1,1",0,1.69,https://www.edeka24.de/Lebensmittel/Sossen/Sossen-zum-Anruehren/Knorr-Rahm-Sosse-fuer-2x-250ML-68G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/knorr_rahm_soamp223e_famp252r_2x250ml_68g.jpg
